Localización,Fecha,Salario,Formación,ID
Valencia - Comunidad Valenciana - España,04/04/2025,14.000 - 17.999,Sin estudios,1839862395
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862357
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862377
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862378
Albacete - Castilla la Mancha - España,04/04/2025,14.000 - 17.999,Enseñanzas de grado medio de formación…,1839862412
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862406
Zaragoza - Aragon - España,04/04/2025,30.000 - 33.000,Sin estudios,1839862196
Madrid - España,04/04/2025,Sin especificar,Sin especificar Sin estudios,1839862215
España,04/04/2025,45.000 - 48.000,Sin estudios,1839862181
Sevilla - Andalucia - España,04/04/2025,Sin especificar,Sin especificar Sin estudios,1839862382
Valencia - Comunidad Valenciana - España,04/04/2025,14.000 - 17.999,Sin estudios,1839862395
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862357
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862377
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862378
Albacete - Castilla la Mancha - España,04/04/2025,14.000 - 17.999,Enseñanzas de grado medio de formación…,1839862412
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862406
Zaragoza - Aragon - España,04/04/2025,30.000 - 33.000,Sin estudios,1839862196
Madrid - España,04/04/2025,Sin especificar,Sin especificar Sin estudios,1839862215
España,04/04/2025,45.000 - 48.000,Sin estudios,1839862181
Sevilla - Andalucia - España,04/04/2025,Sin especificar,Sin especificar Sin estudios,1839862382
Valencia - Comunidad Valenciana - España,04/04/2025,14.000 - 17.999,Sin estudios,1839862395
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862357
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862377
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862378
Albacete - Castilla la Mancha - España,04/04/2025,14.000 - 17.999,Enseñanzas de grado medio de formación…,1839862412
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862406
Zaragoza - Aragon - España,04/04/2025,30.000 - 33.000,Sin estudios,1839862196
Madrid - España,04/04/2025,Sin especificar,Sin especificar Sin estudios,1839862215
España,04/04/2025,45.000 - 48.000,Sin estudios,1839862181
Sevilla - Andalucia - España,04/04/2025,Sin especificar,Sin especificar Sin estudios,1839862382
Valencia - Comunidad Valenciana - España,04/04/2025,14.000 - 17.999,Sin estudios,1839862395
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862357
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862377
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862378
Albacete - Castilla la Mancha - España,04/04/2025,14.000 - 17.999,Enseñanzas de grado medio de formación…,1839862412
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862406
Zaragoza - Aragon - España,04/04/2025,30.000 - 33.000,Sin estudios,1839862196
Madrid - España,04/04/2025,Sin especificar,Sin especificar Sin estudios,1839862215
España,04/04/2025,45.000 - 48.000,Sin estudios,1839862181
Sevilla - Andalucia - España,04/04/2025,Sin especificar,Sin especificar Sin estudios,1839862382
Valencia - Comunidad Valenciana - España,04/04/2025,14.000 - 17.999,Sin estudios,1839862395
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862357
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862377
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862378
Albacete - Castilla la Mancha - España,04/04/2025,14.000 - 17.999,Enseñanzas de grado medio de formación…,1839862412
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862406
Zaragoza - Aragon - España,04/04/2025,30.000 - 33.000,Sin estudios,1839862196
Madrid - España,04/04/2025,Sin especificar,Sin especificar Sin estudios,1839862215
España,04/04/2025,45.000 - 48.000,Sin estudios,1839862181
Sevilla - Andalucia - España,04/04/2025,Sin especificar,Sin especificar Sin estudios,1839862382
Valencia - Comunidad Valenciana - España,04/04/2025,14.000 - 17.999,Sin estudios,1839862395
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862357
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862377
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862378
Albacete - Castilla la Mancha - España,04/04/2025,14.000 - 17.999,Enseñanzas de grado medio de formación…,1839862412
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862406
Zaragoza - Aragon - España,04/04/2025,30.000 - 33.000,Sin estudios,1839862196
Madrid - España,04/04/2025,Sin especificar,Sin especificar Sin estudios,1839862215
España,04/04/2025,45.000 - 48.000,Sin estudios,1839862181
Sevilla - Andalucia - España,04/04/2025,Sin especificar,Sin especificar Sin estudios,1839862382
Valencia - Comunidad Valenciana - España,04/04/2025,14.000 - 17.999,Sin estudios,1839862395
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862357
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862377
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862378
Albacete - Castilla la Mancha - España,04/04/2025,14.000 - 17.999,Enseñanzas de grado medio de formación…,1839862412
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862406
Zaragoza - Aragon - España,04/04/2025,30.000 - 33.000,Sin estudios,1839862196
Madrid - España,04/04/2025,Sin especificar,Sin especificar Sin estudios,1839862215
España,04/04/2025,45.000 - 48.000,Sin estudios,1839862181
Sevilla - Andalucia - España,04/04/2025,Sin especificar,Sin especificar Sin estudios,1839862382
Valencia - Comunidad Valenciana - España,04/04/2025,14.000 - 17.999,Sin estudios,1839862395
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862357
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862377
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862378
Albacete - Castilla la Mancha - España,04/04/2025,14.000 - 17.999,Enseñanzas de grado medio de formación…,1839862412
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862406
Zaragoza - Aragon - España,04/04/2025,30.000 - 33.000,Sin estudios,1839862196
Madrid - España,04/04/2025,Sin especificar,Sin especificar Sin estudios,1839862215
España,04/04/2025,45.000 - 48.000,Sin estudios,1839862181
Sevilla - Andalucia - España,04/04/2025,Sin especificar,Sin especificar Sin estudios,1839862382
Valencia - Comunidad Valenciana - España,04/04/2025,14.000 - 17.999,Sin estudios,1839862395
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862357
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862377
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862378
Albacete - Castilla la Mancha - España,04/04/2025,14.000 - 17.999,Enseñanzas de grado medio de formación…,1839862412
Sin Especificar,04/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839862406
Zaragoza - Aragon - España,04/04/2025,30.000 - 33.000,Sin estudios,1839862196
Madrid - España,04/04/2025,Sin especificar,Sin especificar Sin estudios,1839862215
España,04/04/2025,45.000 - 48.000,Sin estudios,1839862181
Barcelona - Cataluña - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834520
Las Palmas - Canarias - España,03/04/2025,Sin especificar,Sin especificar Grados universitarios de 240 créditos…,1839834519
Barcelona - Cataluña - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834530
Barcelona - Cataluña - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834531
Barcelona - Cataluña - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834532
Madrid - España,03/04/2025,Sin especificar,Sin especificar Doctorado o equivalente,1839834533
Asturias - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834525
Burgos - Castilla Leon - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834526
Malaga - Andalucia - España,03/04/2025,Sin especificar,"Sin especificar Bachillerato, fp básica y fp de grado…",1839834527
Girona - Cataluña - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834529
Sevilla - Andalucia - España,03/04/2025,Sin especificar,Sin especificar Grados universitarios de más de 240…,1839834528
Madrid - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834538
Illes Balears - Baleares - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834539
Las Palmas - Canarias - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834540
Madrid - España,03/04/2025,Sin especificar,Sin especificar Fp de grado superior y equivalentes…,1839834541
Cadiz - Andalucia - España,03/04/2025,Sin especificar,Sin especificar Grados universitarios de más de 240…,1839834534
Malaga - Andalucia - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834535
Tarragona - Cataluña - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834536
Huesca - Aragon - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834537
Madrid - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834483
Murcia - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834482
Guipuzcoa - Pais Vasco - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834481
Granada - Andalucia - España,03/04/2025,Sin especificar,"Sin especificar Bachillerato, fp básica y fp de grado…",1839834480
Asturias - España,03/04/2025,2.000 - 2.001,Otros tipos de formación,1839834479
Las Palmas - Canarias - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834478
Teruel - Aragon - España,03/04/2025,Sin especificar,Sin especificar Fp de grado superior y equivalentes…,1839834477
Caceres - Extremadura - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834476
Girona - Cataluña - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834491
Murcia - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834490
Murcia - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834489
Asturias - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834488
La Rioja - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834487
Lugo - Galicia - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834486
Huesca - Aragon - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834485
Zaragoza - Aragon - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834484
Girona - Cataluña - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834499
Girona - Cataluña - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834500
Vizcaya - Pais Vasco - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834497
Illes Balears - Baleares - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834496
Murcia - España,03/04/2025,Sin especificar,Sin especificar Doctorado o equivalente,1839834542
Barcelona - Cataluña - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834543
Asturias - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834548
A Coruña - Galicia - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834549
Malaga - Andalucia - España,03/04/2025,Sin especificar,"Sin especificar Bachillerato, fp básica y fp de grado…",1839834546
Granada - Andalucia - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834547
Vizcaya - Pais Vasco - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834568
Huesca - Aragon - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834567
Barcelona - Cataluña - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834498
Vizcaya - Pais Vasco - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834494
Asturias - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834495
Barcelona - Cataluña - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834543
Asturias - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834548
A Coruña - Galicia - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834549
Malaga - Andalucia - España,03/04/2025,Sin especificar,"Sin especificar Bachillerato, fp básica y fp de grado…",1839834546
Granada - Andalucia - España,03/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834547
